主管機關	辦理單位	成立日期	負責人	連絡電話	傳真	電子郵件	地址	相關網站	X坐標	Y坐標	備註	最後更新時間
臺中市政府	社團法人臺中市厝邊關懷協會	20060113	饒彩彬	(04)22316497			臺中市北屯區東光里10鄰東山路一段33巷16號                             					20170824
臺中市政府	臺中市北屯區軍功社區發展協會	20070119	賴國城	933535369			臺中市北屯區軍功里26鄰軍和街123號					20170824
臺中市政府	社團法人臺中市北屯區三光社區發展協會	20070711	林瑞芳	(04)22316497			臺中市北屯區三光里13鄰文昌東十二街85號					20170824
臺中市政府	臺中市北屯區三和社區發展協會	20070820	吳美蓁	(04)24375113			臺中市北屯區三和里6鄰東光路884巷12號					20170824
臺中市政府	臺中市北屯區仁愛社區發展協會	20071219	王秋英	(04)22951839			臺中市北屯區水湳里7鄰中清路二段105號					20170824
臺中市政府	財團法人老五老基金會-大德據點	20090421	林正介	(04)22463927			臺中市北屯區大德里18鄰平德路3號					20170824
臺中市政府	中華傳愛社區服務協會-三木日光據點	20090421	杜明達	(04)22984774			臺中市北屯區平興里17鄰北屯路409-42號B1美福教會					20170824
臺中市政府	臺中市北屯區平心社區發展協會	20100415	曾維芬	(04)22340439			臺中市北屯區平心里7鄰旅順路二段78號3樓					20170824
臺中市政府	臺中市北屯區松和社區發展協會	20110101	劉美娟	(04)22436684			臺中市北屯區松強里4鄰松竹路二段308號2樓					20170824
臺中市政府	臺中市北屯區后庄社區發展協會	20120201	張瓊月	(04)24261832			臺中市北屯區后庄里20鄰庄內巷11-1號					20170824
臺中市政府	財團法人臺中市私立無極證道院社會福利慈善事業基金會	20120301	王胡紹茶	(04)22393203			臺中市北屯區民政里9鄰橫坑巷四十六號之二號					20170824
臺中市政府	中華傳愛社區服務協會-幸福樂齡	20130801	杜明達	(04)22984774			臺中市北屯區仁和里18鄰崇德路三段1號					20170824
臺中市政府	臺中市三分埔松安關懷藝文協會	20140801	魏天財	(04)22463978			臺中市北屯區松安里2鄰興安路二段412號					20170824
臺中市政府	臺中市北屯區四民社區發展協會	20160101	江麗慧	(04)24228888			臺中市北屯區四民里8鄰昌平路二段68號					20170824
臺中市政府	財團法人老五老基金會(北屯區)	20140401	林正介	(04)22463927			臺中市北屯區松勇里8鄰松山街12號					20170824
臺中市政府	臺中市仁和樂活長青協會	20160801	張永漢	915615555			臺中市北屯區仁和里16鄰豐樂一街78號					20170824
臺中市政府	臺中市沐風60長者之愛關懷協會	20160801	蕭祥修	(04)23202170			臺中市北屯區平福里5鄰崇德路2段252號b1					20170824
臺中市政府	社團法人中華民國失智者照顧協會	20060803	費廣明	(04)24731619			臺中市西區公益里6鄰忠明南路203號					20170824
臺中市政府	社團法人台灣省慈心協會-水安宮據點	20070719	鍾李美雲	(04)22324990			臺中市南屯區溝墘里14鄰水安街6號					20170824
臺中市政府	台中市南屯區永定社區發展協會	20070321	蔡添信	(04)23899517			臺中市南屯區永定里9鄰南美街70號					20170824
臺中市政府	台中市南屯區北鎮社區發展協會	20070623	張國薰	(04)24793255			臺中市南屯區鎮平里3鄰新民巷3號					20170824
臺中市政府	財團法人全成社會福利基金會	20100326	聶玉美	(04)23890743			臺中市南屯區春社里28鄰忠勇路23-12號2樓 					20170824
臺中市政府	社團法人台中市興福關懷協會	20110101	鄭麗華	(04)24700038			臺中市南屯區楓樹里26鄰黎明路1段242巷15號					20170824
臺中市政府	台中市南屯區溝墘社區發展協會	20130101	江建龍	(04)22597578			臺中市南屯區溝墘里6鄰大英街589號 (太元宮)					20170824
臺中市政府	台中市南屯區向心社區發展協會	20130101	藍春雄	(04)23817288			臺中市南屯區田心里16鄰南屯路407號6樓					20170824
臺中市政府	台中市南屯區中和社區發展協會	20140101	蘇明松	(04)24702686			臺中市南屯區中和里6鄰中和巷37-2號					20170824
臺中市政府	財團法人全成社會福利基金會(南屯區)	20140401	聶玉美	(04)23890743			臺中市南屯區田心里20鄰南屯路二段530號3樓					20170824
臺中市政府	社團法人臺中市沐風60長者之愛關懷協會	20150801	蕭祥修	(04)23202170			臺中市南屯區大業里23鄰大墩十一街156號3樓					20170824
臺中市政府	台中市黎明城鄉發展協會	20070101	馬蓮菁	(04)22542999			臺中市南屯區黎明里1鄰干城街150號1樓					20170824
臺中市政府	臺中市烏日區九德社區發展協會	20160501	蔡榮昌	(04)23379997			臺中市烏日區九德里34鄰興祥街119號2F 					20170824
臺中市政府	臺中市烏日區成功社區發展協會	20160601	張正興	(04)23371353			臺中市烏日區三和里17鄰學田路便行巷270-12號					20170824
臺中市政府	臺中市烏日區仁德社區發展協會	20160101	洪龍旭	(04)23382586			臺中市烏日區仁德里5鄰信義街116號1F					20170824
臺中市政府	臺中市烏日區烏日社區發展協會	20060501	王英禮	(04)23379721			臺中市烏日區烏日里42鄰光日路228號					20170824
臺中市政府	臺中市烏日區五光社區發展協會	20120101	林榮芳	(04)23371753			臺中市烏日區五光里3鄰五光路107號					20170824
臺中市政府	臺中市烏日區東園社區發展協會	20150101	?炎枝	(04)23352889			臺中市烏日區東園里2鄰溪南路一段680巷317弄82號1樓					20170824
臺中市政府	臺中市烏日區湖日社區發展協會	20160101	楊來成	(04)23381565			臺中市烏日區湖日里7鄰公園路736巷102號1樓					20170824
臺中市政府	臺中市烏日區溪壩社區發展協會	20160101	陳偉賢	(04)23353538			臺中市烏日區溪埧里7鄰溪南路一段680巷110號                           					20170824
臺中市政府	臺中市烏日區學田社區發展協會	20160801	劉溪泉	(04)23381018			臺中市烏日區學田里4鄰學田路537巷20號					20170824
臺中市政府	臺中市烏日區光明社區發展協會	20170101	丁有讓	(04)23382733			臺中市烏日區光明里6鄰復光四巷89號2樓					20170824
臺中市政府	財團法人一貫道崇正基金會-大里站	20060101	黃世妍	(04)22782091  			臺中市大里區仁化里12鄰仁化路518號					20170824
臺中市政府	財團法人台灣省私立毓得社會福利基金會-瑞城據點	20060501	蕭清揚	(04)22803998			臺中市大里區瑞城里11鄰瑞和街36號					20170824
臺中市政府	財團法人台灣省私立毓得社會福利基金會-竹仔坑據點(舊名：健民)	20070301	蕭清揚	(04)22803998			臺中市大里區健民里28鄰健民路13號					20170824
臺中市政府	臺中市大里區新仁社區發展協會	20060801	李坤軒	(04)22753742			臺中市大里區新仁里17鄰立新街71號					20170824
臺中市政府	臺中市大里區東興社區發展協會	20070101	林育潤	(04)24810812			臺中市大里區東興里11鄰永興路260號					20170824
臺中市政府	臺中市大里區中新社區發展協會	20070101	林玉琦	(04)24834983			臺中市大里區中新里4鄰新生路108號1樓					20170824
臺中市政府	社團法人台灣基督教好牧人全人關顧協會-內新據點	20110401	王世欽	(04)24850890			臺中市大里區西榮里22鄰中興路二段323號4樓					20170824
臺中市政府	臺中市大里區大新社區發展協會	20130101	李錫全	(04)24066228			臺中市大里區新里里5鄰新興路99巷16弄56號					20170824
臺中市政府	台中縣大里生活美學協會	20140101	蔣祖棋	(04)24823208			臺中市大里區金城里18鄰塗城路923巷9弄2號					20170824
臺中市政府	臺中市大里區塗城社區發展協會	20140801	邱發財	(04)24931014			臺中市大里區塗城里11鄰光正路2號1樓(活動中心)					20170824
臺中市政府	財團法人弘道老人福利基金會(屯區)	20140101	王乃弘	(04)22060698			臺中市大里區永隆里9鄰永隆路33號3樓					20170824
臺中市政府	臺中市大里區仁德社區發展協會	20160101	王木竹	(04)24912271			臺中市大里區仁德里13鄰文化街119號(仁德活動中心)					20170824
臺中市政府	社團法人臺中市清心社會福祉發展協會	20161201	李雅莉 	(04)24862567 			台中市大里區內新里27鄰中興路2段438-6號					20170824
臺中市政府	台中市草湖長青關懷協會	20170101	林火烈	936828643			臺中市大里區西湖里16鄰景庄街148號					20170824
臺中市政府	臺中市霧峰區甲寅社區發展協會	20060101	洪苡富	(04)23392715			臺中市霧峰區甲寅里18鄰民生路125巷8號					20170824
臺中市政府	社團法人台中市霧峰區舊正社區發展協會	20060701	蘇美綾	(04)23333572			臺中市霧峰區舊正里9鄰光明路113號                                            					20170824
臺中市政府	臺中市霧峰區萬豐社區發展協會	20070701	劉採圓	(04)23303276			臺中市霧峰區萬豐里17鄰中正路144巷14號					20170824
臺中市政府	臺中市霧峰區五福社區發展協會	20090801	廖光平	(04)23397270			臺中市霧峰區五福里4鄰五福路230號、234號一樓					20170824
臺中市政府	社團法人台中縣愛鄰舍關懷協會	20090801	洪桂燕	(04)23338470			臺中市霧峰區本堂里21鄰育成路6號					20170824
臺中市政府	社團法人臺中市霧峰區四德社區發展協會	20110401	潘享胤	(04)23394099			臺中市霧峰區四德里10鄰四德路533號					20170824
臺中市政府	臺中市霧峰區本鄉社區發展協會	20120101	林揚展	(04)23393527			臺中市霧峰區北柳里12鄰四德路435巷79號					20170824
臺中市政府	臺中市霧峰區北柳社區發展協會	20130101	林森榮	(04)23324642			臺中市霧峰區北柳里13鄰柳豐路85號					20170824
臺中市政府	臺中市霧峰區錦榮社區發展協會	20140101	李勝煌	(04)23393251			臺中市霧峰區萊園里1鄰萊園路57巷2號					20170824
臺中市政府	臺中市霧峰區六股社區發展協會	20150101	王原祥	(04)23339884			臺中市霧峰區六股里9鄰六股路51號					20170824
臺中市政府	臺中市霧峰區丁台社區發展協會	20150101	阮厚盛	(04)23392398			臺中市霧峰區丁台里6鄰丁台路444號1樓					20170824
臺中市政府	臺中市霧峰區吉峰社區發展協會	20150101	賴博強	(04)23010001			臺中市霧峰區吉峰里6鄰吉峰路184號					20170824
臺中市政府	臺中市霧峰區北勢社區發展協會	20160101	廖德昌	(04)23390606			臺中市霧峰區北勢里7鄰鄰丁台路617號					20170824
臺中市政府	臺中市霧峰區本堂社區發展協會	20170101	吳伯芳	(04)23394235			臺中市霧峰區本堂里24鄰樹仁路128號					20170824
臺中市政府	臺中市霧峰區南柳社區發展協會	20170101	林耀城	(04)23392891			臺中市霧峰區南柳里4鄰新厝路126號					20170824
臺中市政府	臺中市太平區豐年社區發展協會	20060501	劉魏美智	(04)23935596			臺中市太平區豐年里2鄰大源路10巷38號1樓					20170824
臺中市政府	臺中市太平區光隆社區發展協會	20060501	李美員	(04)22790561			臺中市太平區光隆里5鄰光明路24-1號					20170824
臺中市政府	臺中市太平區新高社區發展協會	20070101	吳天勇	(04)23958378			臺中市太平區新高里12鄰立德街70巷(立德公園集會所)					20170824
臺中市政府	臺中市太平區中興社區發展協會	20070801	郭福星	(04)22788046			臺中市太平區中興里4鄰新平路一段175巷29號  					20170824
臺中市政府	財團法人一貫道崇正基金會（太平二站）	20060101	黃世妍	(04)22782091  			臺中市太平區中平里3鄰中平九街181號					20170824
臺中市政府	財團法人一貫道崇正基金會（太平一站）	20050101	黃世妍	(04)22782091  			臺中市太平市東平里15鄰東平路766號					20170824
臺中市政府	臺中市太平區永成社區發展協會	20090801	朱春生	(04)22798009			臺中市太平區永成里5鄰長億二街45巷34號					20170824
臺中市政府	財團法人弘道老人福利基金會-華明據點	20060101	王乃弘	(04)22060698			臺中市太平區光明里3鄰大興11街177號					20170824
臺中市政府	臺中市太平區頭汴社區發展協會	20130101	江思涵	(04)22779252			臺中市太平區頭汴里2鄰長龍路一段11巷18號1樓					20170824
臺中市政府	臺中市太平區新城社區發展協會-新坪據點	20140101	賴麗嬋	(04)23919650			臺中市太平區新坪里9鄰新平路3段394巷1號					20170824
臺中市政府	臺中市宜佳人文關懷協會	20140101	張麗真	(04)22779005			臺中市太平區宜佳里7鄰宜佳街31巷					20170824
臺中市政府	臺中市太平區太平社區發展協會	20150101	余琪城	(04)22798885			臺中市太平區太平里8鄰太平19街11號2樓					20170824
臺中市政府	財團法人天主教聖母聖心修女會-聖愛長青快樂學堂	20140901	劉瑞瓊	(04)22974225			臺中市太平區聖和里3鄰長龍路一段內城巷43號 					20170824
臺中市政府	臺中市太平區黃竹社區發展協會	20160801	劉詳益	(04)22713629			臺中市太平區黃竹里5鄰竹村路13巷8號					20170824
臺中市政府	臺中市太平區永平社區發展協會	20160801	林榆笙	(04)22706655			臺中市太平區永平里4鄰中興東路99號					20170824
臺中市政府	臺中市太平區新城社區發展協會-新城據點	20170101	賴麗嬋	(04)23919650			臺中市太平區新城里13鄰樹孝路82號					20170824
臺中市政府	臺中市太平區興隆社區發展協會	20170601	賴玉敏	(04)22751631			臺中市太平區興隆里4鄰光興路1480巷75號					20170824
